,id,book_id,title,authors,decade_year,raw_authors,raw_year,image_url
4547,4998,17312201,"The Son of Sobek (Percy Jackson & Kane Chronicles Crossover, #1)",author_rick_riordan,decade_2010s,Rick Riordan,2013.0,https://images.gr-assets.com/books/1367948073m/17312201.jpg
4548,4999,52823,Tartuffe,author_molire author_martin_sorrell,decade_1660s,"Molière, Martin Sorrell",1664.0,https://images.gr-assets.com/books/1319501006m/52823.jpg
4549,5000,4701550,Passion Unleashed (Demonica #3),author_larissa_ione,decade_2000s,Larissa Ione,2009.0,https://images.gr-assets.com/books/1344267582m/4701550.jpg
4550,5001,1896346,"High School Debut, Vol. 01 (High School Debut, #1)",author_kazune_kawahara,decade_2000s,Kazune Kawahara,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4551,5003,386234,Just for You (Little Critter),author_mercer_mayer,decade_1970s,Mercer Mayer,1975.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4552,5004,294047,Amazonia,author_james_rollins,decade_2000s,James Rollins,2002.0,https://images.gr-assets.com/books/1440044334m/294047.jpg
4553,5005,46674,Feeling Good: The New Mood Therapy,author_david_d_burns,decade_1980s,David D. Burns,1980.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4554,5006,114184,Blue Smoke,author_nora_roberts,decade_2000s,Nora Roberts,2005.0,https://images.gr-assets.com/books/1309286007m/114184.jpg
4555,5007,6528,"Predator (Kay Scarpetta, #14)",author_patricia_cornwell,decade_2000s,Patricia Cornwell,2005.0,https://images.gr-assets.com/books/1310552145m/6528.jpg
4556,5009,254308,Oblomov,author_ivan_goncharov author_stephen_pearl author_galya_diment,decade_1850s,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859.0,https://images.gr-assets.com/books/1456384296m/254308.jpg
4557,5010,198332,"Inca Gold (Dirk Pitt, #12)",author_clive_cussler,decade_1990s,Clive Cussler,1994.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4558,5011,18167006,Delicious!,author_ruth_reichl,decade_2010s,Ruth Reichl,2014.0,https://images.gr-assets.com/books/1404478598m/18167006.jpg
4559,5012,6496815,NurtureShock: New Thinking About Children,author_po_bronson author_ashley_merryman,decade_2000s,"Po Bronson, Ashley Merryman",2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4560,5013,1849,"Wild Fire (John Corey, #4)",author_nelson_demille,decade_2000s,Nelson DeMille,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4561,5014,154423,Two Little Girls in Blue,author_mary_higgins_clark,decade_2000s,Mary Higgins Clark,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4562,5015,589979,"Daughter of the Empire (The Empire Trilogy, #1)",author_raymond_e_feist author_janny_wurts,decade_1980s,"Raymond E. Feist, Janny Wurts",1987.0,https://images.gr-assets.com/books/1404668411m/589979.jpg
4563,5016,688191,"Everlost (Skinjacker, #1)",author_neal_shusterman,decade_2000s,Neal Shusterman,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4564,5017,8534799,Dreams of a Dark Warrior (Immortals After Dark #11),author_kresley_cole,decade_2010s,Kresley Cole,2011.0,https://images.gr-assets.com/books/1285724086m/8534799.jpg
4565,5018,7824997,"Theodore Boone: Kid Lawyer (Theodore Boone, #1)",author_john_grisham author_richard_thomas,decade_2010s,"John Grisham, Richard Thomas",2010.0,https://images.gr-assets.com/books/1275094812m/7824997.jpg
4566,5020,39980,"A Year Down Yonder (A Long Way from Chicago, #2)",author_richard_peck,decade_2000s,Richard Peck,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4567,5021,16163690,"Own the Wind (Chaos, #1)",author_kristen_ashley,decade_2010s,Kristen Ashley,2013.0,https://images.gr-assets.com/books/1358119230m/16163690.jpg
4568,5023,7135858,My Name Is Memory,author_ann_brashares,decade_2010s,Ann Brashares,2010.0,https://images.gr-assets.com/books/1307512606m/7135858.jpg
4569,5024,15054,Written on the Body,author_jeanette_winterson,decade_1990s,Jeanette Winterson,1992.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4570,5025,7849341,"Tiger's Voyage (The Tiger Saga, #3)",author_colleen_houck,decade_2010s,Colleen Houck,2011.0,https://images.gr-assets.com/books/1320459742m/7849341.jpg
4571,5026,605015,"Dead and Alive (Dean Koontz's Frankenstein, #3)",author_dean_koontz,decade_2000s,Dean Koontz,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4572,5027,4591,Genome: the Autobiography of a Species in 23 Chapters,author_matt_ridley,decade_1990s,Matt Ridley,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4573,5028,53580,The Going-To-Bed Book,author_sandra_boynton,decade_1980s,Sandra Boynton,1982.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4574,5029,112675,"Knocked Out by My Nunga-Nungas (Confessions of Georgia Nicolson, #3)",author_louise_rennison,decade_2000s,Louise Rennison,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4575,5030,27526,"Desecration (Left Behind, #9)",author_tim_lahaye author_jerry_b_jenkins,decade_2000s,"Tim LaHaye, Jerry B. Jenkins",2001.0,https://images.gr-assets.com/books/1406505722m/27526.jpg
4576,5031,18114068,Redeployment,author_phil_klay,decade_2010s,Phil Klay,2014.0,https://images.gr-assets.com/books/1417987993m/18114068.jpg
4577,5032,6512140,Going Bovine,author_libba_bray,decade_2000s,Libba Bray,2009.0,https://images.gr-assets.com/books/1320391025m/6512140.jpg
4578,5033,25807,The Postman Always Rings Twice,author_james_m_cain,decade_1930s,James M. Cain,1934.0,https://images.gr-assets.com/books/1344265267m/25807.jpg
4579,5034,6555517,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",author_carrie_ryan,decade_2010s,Carrie Ryan,2010.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4580,5035,9530,Shadow Divers,author_robert_kurson,decade_2000s,Robert Kurson,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4581,5036,8293938,Moon Over Manifest,author_clare_vanderpool,decade_2010s,Clare Vanderpool,2010.0,https://images.gr-assets.com/books/1320541883m/8293938.jpg
4582,5037,77103,The Glass Palace,author_amitav_ghosh,decade_2000s,Amitav Ghosh,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4583,5038,10710392,Chopsticks,author_jessica_anthony author_rodrigo_corral,decade_2010s,"Jessica Anthony, Rodrigo Corral",2012.0,https://images.gr-assets.com/books/1364073067m/10710392.jpg
4584,5039,21853628,Every Fifteen Minutes,author_lisa_scottoline,decade_2010s,Lisa Scottoline,2015.0,https://images.gr-assets.com/books/1428638866m/21853628.jpg
4585,5040,16279856,"The Eye of Minds (The Mortality Doctrine, #1)",author_james_dashner,decade_2010s,James Dashner,2013.0,https://images.gr-assets.com/books/1358659346m/16279856.jpg
4586,5041,140278,"4:50 from Paddington (Miss Marple, #8)",author_agatha_christie,decade_1950s,Agatha Christie,1957.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4587,5042,74036,"Ceremony in Death (In Death, #5)",author_jd_robb,decade_1990s,J.D. Robb,1997.0,https://images.gr-assets.com/books/1376018955m/74036.jpg
4588,5043,18373214,"Cockroaches (Harry Hole, #2)",author_jo_nesb author_don_bartlett,decade_1990s,"Jo Nesbø, Don Bartlett",1998.0,https://images.gr-assets.com/books/1418343189m/18373214.jpg
4589,5044,140078,"Grave Surprise (Harper Connelly, #2)",author_charlaine_harris,decade_2000s,Charlaine Harris,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4590,5045,3304,"City of the Beasts (Eagle and Jaguar, #1)",author_isabel_allende author_margaret_sayers_peden,decade_2000s,"Isabel Allende, Margaret Sayers Peden",2002.0,https://images.gr-assets.com/books/1331488122m/3304.jpg
4591,5047,68497,"The Scar (Bas-Lag, #2)",author_china_miville,decade_2000s,China Miéville,2002.0,https://images.gr-assets.com/books/1320435192m/68497.jpg
4592,5048,23225,"Haunted (The Mediator, #5)",author_meg_cabot,decade_2000s,Meg Cabot,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4593,5049,28553,"Dragondrums (Harper Hall, #3)",author_anne_mccaffrey,decade_1970s,Anne McCaffrey,1979.0,https://images.gr-assets.com/books/1410942131m/28553.jpg
4594,5051,18646,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",author_dava_sobel,decade_1990s,Dava Sobel,1999.0,https://images.gr-assets.com/books/1414607526m/18646.jpg
4595,5052,42692,Mila 18,author_leon_uris,decade_1960s,Leon Uris,1961.0,https://images.gr-assets.com/books/1359742799m/42692.jpg
4596,5053,11391817,Drawing from Memory,author_allen_say,decade_2010s,Allen Say,2011.0,https://images.gr-assets.com/books/1328837508m/11391817.jpg
4597,5054,1330324,"Sea of Poppies (Ibis Trilogy, #1)",author_amitav_ghosh,decade_2000s,Amitav Ghosh,2008.0,https://images.gr-assets.com/books/1327376395m/1330324.jpg
4598,5055,99245,Nightfall,author_isaac_asimov author_robert_silverberg,decade_1970s,"Isaac Asimov, Robert Silverberg",1970.0,https://images.gr-assets.com/books/1368557860m/99245.jpg
4599,5056,18005,How I Became a Pirate,author_melinda_long author_david_shannon,decade_2000s,"Melinda Long, David Shannon",2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4600,5057,99208,"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",author_edward_abbey,decade_1970s,Edward Abbey,1975.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4601,5058,6323821,Last Night in Twisted River,author_john_irving,decade_2000s,John Irving,2009.0,https://images.gr-assets.com/books/1399850194m/6323821.jpg
4602,5059,10115852,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",author_rob_bell,decade_2010s,Rob Bell,2011.0,https://images.gr-assets.com/books/1327878550m/10115852.jpg
4603,5060,9376345,"Bite Club (The Morganville Vampires, #10)",author_rachel_caine,decade_2010s,Rachel Caine,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4604,5062,469901,Mr. Perfect,author_linda_howard,decade_2000s,Linda Howard,2000.0,https://images.gr-assets.com/books/1327960914m/469901.jpg
4605,5063,16093188,"Up to Me (The Bad Boys, #2)",author_m_leighton,decade_2010s,M. Leighton,2013.0,https://images.gr-assets.com/books/1355328750m/16093188.jpg
4606,5064,16124019,"Waking Up Married (Waking Up, #1)",author_mira_lyn_kelly,decade_2010s,Mira Lyn Kelly,2012.0,https://images.gr-assets.com/books/1352411782m/16124019.jpg
4607,5065,1225261,No Time for Goodbye (No Time For Goodbye #1),author_linwood_barclay,decade_2000s,Linwood Barclay,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4608,5066,207802,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",author_katherine_hannigan,decade_2000s,Katherine Hannigan,2004.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4609,5067,4703450,"The Dragon Keeper (Rain Wild Chronicles, #1)",author_robin_hobb,decade_2000s,Robin Hobb,2009.0,https://images.gr-assets.com/books/1330079386m/4703450.jpg
4610,5070,178788,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",author_t_colin_campbell author_thomas_m_campbell_ii,decade_2000s,"T. Colin Campbell, Thomas M. Campbell II",2001.0,https://images.gr-assets.com/books/1376474019m/178788.jpg
4611,5071,1013383,The Gruffalo,author_julia_donaldson author_axel_scheffler,decade_1990s,"Julia Donaldson, Axel Scheffler",1999.0,https://images.gr-assets.com/books/1329674496m/1013383.jpg
4612,5072,359,"The Salmon of Doubt (Dirk Gently, #3)",author_douglas_adams,decade_2000s,Douglas Adams,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4613,5073,250024,The City and the Stars,author_arthur_c_clarke,decade_1950s,Arthur C. Clarke,1956.0,https://images.gr-assets.com/books/1340242824m/250024.jpg
4614,5075,352262,"How to Train Your Dragon (How to Train Your Dragon, #1)",author_cressida_cowell,decade_2000s,Cressida Cowell,2003.0,https://images.gr-assets.com/books/1431930187m/352262.jpg
4615,5076,6753,Brief Interviews with Hideous Men,author_david_foster_wallace,decade_1990s,David Foster Wallace,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4616,5078,4758093,"L.A. Candy (L.A. Candy, #1)",author_lauren_conrad,decade_2000s,Lauren Conrad,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4617,5079,6618272,The Siren,author_kiera_cass,decade_2000s,Kiera Cass,2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4618,5080,43993,The Quiet Game,author_greg_iles,decade_1990s,Greg Iles,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4619,5081,22680,American Sphinx: The Character of Thomas Jefferson,author_joseph_j_ellis,decade_1990s,Joseph J. Ellis,1996.0,https://images.gr-assets.com/books/1403187214m/22680.jpg
4620,5082,11777020,Headhunters,author_jo_nesb author_don_bartlett,decade_2000s,"Jo Nesbø, Don Bartlett",2008.0,https://images.gr-assets.com/books/1320551831m/11777020.jpg
4621,5083,93793,"The Messenger (Gabriel Allon, #6)",author_daniel_silva,decade_2000s,Daniel Silva,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4622,5084,243598,The Sheltering Sky,author_paul_bowles,decade_1940s,Paul Bowles,1949.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4623,5085,22910900,The Rest of Us Just Live Here,author_patrick_ness,decade_2010s,Patrick Ness,2015.0,https://images.gr-assets.com/books/1429800081m/22910900.jpg
4624,5086,1933181,The Lady Elizabeth,author_alison_weir,decade_2000s,Alison Weir,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4625,5087,16131193,The Astronaut Wives Club,author_lily_koppel,decade_2010s,Lily Koppel,2013.0,https://images.gr-assets.com/books/1352436564m/16131193.jpg
4626,5088,184419,The Man Who Was Thursday: A Nightmare,author_gk_chesterton author_jonathan_lethem,decade_1900s,"G.K. Chesterton, Jonathan Lethem",1908.0,https://images.gr-assets.com/books/1403181403m/184419.jpg
4627,5089,764903,Cheaper by the Dozen,author_frank_b_gilbreth_jr author_ernestine_gilbreth_carey,decade_1940s,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4628,5090,2198274,The Monster of Florence,author_douglas_preston author_mario_spezi,decade_2000s,"Douglas Preston, Mario Spezi",2008.0,https://images.gr-assets.com/books/1306075698m/2198274.jpg
4629,5091,112525,Winter's Bone,author_daniel_woodrell,decade_2000s,Daniel Woodrell,2006.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4630,5092,30243,"Seduced by Moonlight (Merry Gentry, #3)",author_laurell_k_hamilton,decade_2000s,Laurell K. Hamilton,2004.0,https://images.gr-assets.com/books/1500145890m/30243.jpg
4631,5093,1297150,"Sword Song (The Saxon Stories, #4)",author_bernard_cornwell,decade_2000s,Bernard Cornwell,2007.0,https://images.gr-assets.com/books/1407111536m/1297150.jpg
4632,5094,1734639,Deceptively Delicious: Simple Secrets to Get Your Kids Eating Good Food,author_jessica_seinfeld,decade_2000s,Jessica Seinfeld,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4633,5095,228534,The Weight of Water,author_anita_shreve,decade_1990s,Anita Shreve,1997.0,https://images.gr-assets.com/books/1327936566m/228534.jpg
4634,5096,16062210,"Music of the Heart (Runaway Train, #1)",author_katie_ashley,decade_2010s,Katie Ashley,2013.0,https://images.gr-assets.com/books/1458915186m/16062210.jpg
4635,5097,41951,Scarlet Feather,author_maeve_binchy,decade_2000s,Maeve Binchy,2000.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4636,5098,16070018,"Truth (Consequences, #2)",author_aleatha_romig,decade_2010s,Aleatha Romig,2012.0,https://images.gr-assets.com/books/1398768721m/16070018.jpg
4637,5099,34503,"The Last Hero (Discworld, #27; Rincewind #7)",author_terry_pratchett author_paul_kidby,decade_2000s,"Terry Pratchett, Paul Kidby",2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4638,5101,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,author_philip_gourevitch,decade_1990s,Philip Gourevitch,1998.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4639,5103,16248078,"The English Girl (Gabriel Allon, #13)",author_daniel_silva,decade_2010s,Daniel Silva,2013.0,https://images.gr-assets.com/books/1371747020m/16248078.jpg
4640,5105,18295852,The Geography of You and Me,author_jennifer_e_smith,decade_2010s,Jennifer E. Smith,2014.0,https://images.gr-assets.com/books/1376408056m/18295852.jpg
4641,5106,7991200,"Angel (Angel, #1)",author_la_weatherly,decade_2010s,L.A. Weatherly,2010.0,https://images.gr-assets.com/books/1326626626m/7991200.jpg
4642,5107,11254850,"Seeds of Rebellion (Beyonders, #2)",author_brandon_mull,decade_2010s,Brandon Mull,2012.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4643,5108,82751,Chinese Cinderella: The True Story of an Unwanted Daughter,author_adeline_yen_mah,decade_1990s,Adeline Yen Mah,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4644,5109,14785,"Chosen Prey (Lucas Davenport, #12)",author_john_sandford,decade_2000s,John Sandford,2001.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4645,5111,31140847,Bossman,author_vi_keeland,decade_2010s,Vi Keeland,2016.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4646,5112,2880715,The Black Dagger Brotherhood: An Insider's Guide,author_jr_ward,decade_2000s,J.R. Ward,2008.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4647,5113,6120349,"Locke & Key, Vol. 2: Head Games",author_joe_hill author_gabriel_rodrguez,decade_2000s,"Joe Hill, Gabriel Rodríguez",2009.0,https://images.gr-assets.com/books/1351338040m/6120349.jpg
4648,5114,91247,"Ramona and Her Father (Ramona, #4)",author_beverly_cleary author_alan_tiegreen,decade_1980s,"Beverly Cleary, Alan Tiegreen",1984.0,https://images.gr-assets.com/books/1408925643m/91247.jpg
4649,5115,49596,The Secret Adversary (Tommy and Tuppence #1),author_agatha_christie,decade_1920s,Agatha Christie,1922.0,https://images.gr-assets.com/books/1331721280m/49596.jpg
4650,5116,53413,Hopscotch,author_julio_cortzar author_gregory_rabassa,decade_1960s,"Julio Cortázar, Gregory Rabassa",1963.0,https://images.gr-assets.com/books/1367728486m/53413.jpg
4651,5117,9635495,"Fallen (Will Trent, #5)",author_karin_slaughter,decade_2010s,Karin Slaughter,2011.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4652,5118,25689074,"Stars Above (The Lunar Chronicles, #4.5)",author_marissa_meyer,decade_2010s,Marissa Meyer,2016.0,https://images.gr-assets.com/books/1472473049m/25689074.jpg
4653,5119,1207904,Clapton: The Autobiography,author_eric_clapton,decade_2000s,Eric Clapton,2007.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4654,5120,647,No Logo,author_naomi_klein,decade_1990s,Naomi Klein,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4655,5121,43927,No Second Chance,author_harlan_coben,decade_2000s,Harlan Coben,2003.0,https://images.gr-assets.com/books/1309281936m/43927.jpg
4656,5122,7748,Fear and Loathing on the Campaign Trail '72,author_hunter_s_thompson,decade_1970s,Hunter S. Thompson,1973.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4657,5123,764434,Shroud for a Nightingale (Adam Dalgliesh #4),author_pd_james,decade_1970s,P.D. James,1971.0,https://images.gr-assets.com/books/1321172495m/764434.jpg
4658,5124,21853633,"First Frost (Waverley Family, #2)",author_sarah_addison_allen,decade_2010s,Sarah Addison Allen,2015.0,https://images.gr-assets.com/books/1410962794m/21853633.jpg
4659,5125,223380,Stories of Your Life and Others,author_ted_chiang,decade_2000s,Ted Chiang,2002.0,https://images.gr-assets.com/books/1356138316m/223380.jpg
4660,5127,6449290,The Girl Who Fell from the Sky,author_heidi_w_durrow,decade_2010s,Heidi W. Durrow,2010.0,https://images.gr-assets.com/books/1285276805m/6449290.jpg
4661,5129,32523,"Hide (Detective D.D. Warren, #2)",author_lisa_gardner,decade_2000s,Lisa Gardner,2007.0,https://images.gr-assets.com/books/1327979037m/32523.jpg
4662,5131,29519514,"Broken Prince (The Royals, #2)",author_erin_watt,decade_2010s,Erin Watt,2016.0,https://images.gr-assets.com/books/1464248584m/29519514.jpg
4663,5132,16054811,Manuscript Found in Accra,author_paulo_coelho author_margaret_jull_costa,decade_2010s,"Paulo Coelho, Margaret Jull Costa",2012.0,https://images.gr-assets.com/books/1362586181m/16054811.jpg
4664,5134,52640,Weaveworld,author_clive_barker,decade_1980s,Clive Barker,1987.0,https://images.gr-assets.com/books/1329374451m/52640.jpg
4665,5135,170650,"Loves Music, Loves to Dance",author_mary_higgins_clark,decade_1990s,Mary Higgins Clark,1991.0,https://images.gr-assets.com/books/1416640001m/170650.jpg
4666,5136,215542,"The Rivers of Zadaa (Pendragon, #6)",author_dj_machale,decade_2000s,D.J. MacHale,2005.0,https://images.gr-assets.com/books/1432151614m/215542.jpg
4667,5137,11227040,"Sweet Dreams (Colorado Mountain, #2)",author_kristen_ashley,decade_2010s,Kristen Ashley,2011.0,https://images.gr-assets.com/books/1327912890m/11227040.jpg
4668,5138,133486,Nicholas and Alexandra,author_robert_k_massie,decade_1960s,Robert K. Massie,1967.0,https://images.gr-assets.com/books/1333577599m/133486.jpg
4669,5139,12275680,"Wicked Business (Lizzy & Diesel, #2)",author_janet_evanovich,decade_2010s,Janet Evanovich,2012.0,https://images.gr-assets.com/books/1328334213m/12275680.jpg
4670,5140,16054808,Escape from Mr. Lemoncello's Library (Mr. Lemoncello's Library #1),author_chris_grabenstein,decade_2010s,Chris Grabenstein,2013.0,https://images.gr-assets.com/books/1379335670m/16054808.jpg
4671,5141,17208,Friday,author_robert_a_heinlein,decade_1980s,Robert A. Heinlein,1982.0,https://images.gr-assets.com/books/1315410828m/17208.jpg
4672,5142,6926176,"Her Mother's Hope (Marta's Legacy, #1)",author_francine_rivers,decade_2010s,Francine Rivers,2010.0,https://images.gr-assets.com/books/1406510447m/6926176.jpg
4673,5144,19707,"Red Rabbit (Jack Ryan Universe, #3)",author_tom_clancy,decade_2000s,Tom Clancy,2002.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4674,5145,13986,"Arrows of the Queen (Heralds of Valdemar, #1)",author_mercedes_lackey,decade_1980s,Mercedes Lackey,1987.0,https://images.gr-assets.com/books/1296358547m/13986.jpg
4675,5148,7285498,"Angelfire (Angelfire, #1)",author_courtney_allison_moulton,decade_2010s,Courtney Allison Moulton,2011.0,https://images.gr-assets.com/books/1294531919m/7285498.jpg
4676,5149,12070846,Mile 81,author_stephen_king,decade_2010s,Stephen King,2011.0,https://images.gr-assets.com/books/1407138212m/12070846.jpg
4677,5150,446,The Brooklyn Follies,author_paul_auster,decade_2000s,Paul Auster,2005.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4678,5151,277191,"The Ironwood Tree (The Spiderwick Chronicles, #4)",author_holly_black author_tony_diterlizzi,decade_2000s,"Holly Black, Tony DiTerlizzi",2004.0,https://images.gr-assets.com/books/1417954144m/277191.jpg
4679,5152,159582,The Yearling,author_marjorie_kinnan_rawlings,decade_1930s,Marjorie Kinnan Rawlings,1930.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4680,5153,13561164,"Dare You To (Pushing the Limits, #2)",author_katie_mcgarry,decade_2010s,Katie McGarry,2013.0,https://images.gr-assets.com/books/1354200468m/13561164.jpg
4681,5154,6952423,I Am Ozzy,author_ozzy_osbourne author_chris_ayres,decade_2000s,"Ozzy Osbourne, Chris Ayres",2009.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4682,5155,11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,author_j_maarten_troost,decade_2000s,J. Maarten Troost,2003.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4683,5156,10445208,"Touch of Power (Healer, #1)",author_maria_v_snyder,decade_2010s,Maria V. Snyder,2011.0,https://images.gr-assets.com/books/1317629193m/10445208.jpg
4684,5157,5158,A Virtuous Woman,author_kaye_gibbons,decade_1980s,Kaye Gibbons,1989.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4685,5158,59819,"Tears of the Moon (Gallaghers of Ardmore / Irish Trilogy, #2)",author_nora_roberts,decade_1990s,Nora Roberts,1999.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4686,5160,291356,"The Sapphire Rose (The Elenium, #3)",author_david_eddings,decade_1990s,David Eddings,1991.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4687,5161,24452249,Did You Ever Have a Family,author_bill_clegg,decade_2010s,Bill Clegg,2015.0,https://images.gr-assets.com/books/1440378380m/24452249.jpg
4688,5163,781844,On Death and Dying,author_elisabeth_kblerross,decade_1960s,Elisabeth Kübler-Ross,1969.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4689,5164,23346918,"14th Deadly Sin (Women’s Murder Club, #14)",author_james_patterson author_maxine_paetro,decade_2010s,"James Patterson, Maxine Paetro",2015.0,https://images.gr-assets.com/books/1425682789m/23346918.jpg
