,id,book_id,title,authors,decade_year
4112,4113,138685,"Dissolution (Matthew Shardlake, #1)",author_cj_sansom,decade_2000s
4113,4114,890143,"The Clique (The Clique, #1)",author_lisi_harrison,decade_2000s
4114,4115,17910054,The Sixth Extinction: An Unnatural History,author_elizabeth_kolbert,decade_2010s
4115,4116,13325079,Billy Lynn's Long Halftime Walk,author_ben_fountain,decade_2010s
4116,4117,99315,A Whole New Mind: Why Right-Brainers Will Rule the Future,author_daniel_h_pink,decade_2000s
4117,4118,77160,"Across the Nightingale Floor (Tales of the Otori, #1)",author_lian_hearn,decade_2000s
4118,4119,2094,A Briefer History of Time,author_stephen_hawking author_leonard_mlodinow,decade_2000s
4119,4120,117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,author_richard_dawkins,decade_1980s
4120,4121,59822,"Face the Fire (Three Sisters Island, #3)",author_nora_roberts,decade_2000s
4121,4122,17834834,Once We Were Brothers,author_ronald_h_balson,decade_2010s
4122,4123,27401883,When I'm Gone,author_emily_bleeker author_dan_john_miller,decade_2010s
4123,4124,16435,Life Expectancy,author_dean_koontz,decade_2000s
4124,4125,2866413,"The Dragon Heir (The Heir Chronicles, #3)",author_cinda_williams_chima,decade_2000s
4125,4126,7171876,"Fallout (Crank, #3)",author_ellen_hopkins,decade_2010s
4126,4127,123598,"Black Notice (Kay Scarpetta, #10)",author_patricia_cornwell,decade_1990s
4127,4128,28449257,The Wonder,author_emma_donoghue,decade_2010s
4128,4129,111218,Innocent Traitor,author_alison_weir,decade_2000s
4129,4130,4656,The Fourth Hand,author_john_irving,decade_2000s
4130,4131,425123,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",author_dennis_lehane,decade_1990s
4132,4133,217436,On Mystic Lake,author_kristin_hannah,decade_1990s
4133,4134,78131,"The Killing Game (Eve Duncan, #2)",author_iris_johansen,decade_1990s
4134,4135,15768409,"The Retribution of Mara Dyer (Mara Dyer, #3)",author_michelle_hodkin,decade_2010s
4136,4137,2145681,A Wolf at the Table,author_augusten_burroughs,decade_2000s
4137,4138,40290,"Seventh Son (Tales of Alvin Maker, #1)",author_orson_scott_card,decade_1980s
4138,4139,16697,The Mysteries of Pittsburgh,author_michael_chabon,decade_1980s
4139,4140,146274,Manhunt: The 12-Day Chase for Lincoln's Killer,author_james_l_swanson,decade_2000s
4140,4141,6631792,The Book of Tomorrow,author_cecelia_ahern,decade_2000s
4142,4143,18298225,On the Fence,author_kasie_west,decade_2010s
4143,4144,25153134,Follow You Home,author_mark__edwards,decade_2010s
4145,4146,481446,Nefertiti,author_michelle_moran,decade_2000s
4146,4147,11709037,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",author_david_mcraney,decade_2010s
4147,4148,72854,"Into the Wilderness (Wilderness, #1)",author_sara_donati,decade_1990s
4148,4149,1519,"The Oresteia  (Ορέστεια, #1-3)",author_aeschylus author_robert_fagles author_william_bedell_stanford,decade_0s
4149,4150,17167084,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",author_louise_penny,decade_2010s
4152,4153,111222,The Life of Elizabeth I,author_alison_weir,decade_1990s
4154,4155,8163722,Earth (The Book): A Visitor's Guide to the Human Race,author_jon_stewart author_rory_albanese author_kevin_bleyer author_rich_bloomquist author_steve_bodow author_tim_carvell author_wyatt_cenac author_hallie_haglund author_jr_havlan author_david_javerbaum author_elliott_kalan author_josh_lieb author_sam_means author_jo_miller author_john_oliver author_daniel_radosh author_jason_ross,decade_2010s
4155,4156,6315602,"My Soul to Take (Soul Screamers, #1)",author_rachel_vincent,decade_2000s
4156,4157,15019,"Conversations With God: An Uncommon Dialogue, Book 2",author_neale_donald_walsch,decade_1990s
4157,4158,9413044,"Everneath (Everneath, #1)",author_brodi_ashton,decade_2010s
4158,4159,3400816,"Plum Spooky (Stephanie Plum, #14.5)",author_janet_evanovich,decade_2000s
4159,4160,1426,Warrior of the Light,author_paulo_coelho,decade_1990s
4160,4161,2548866,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",author_g_norman_lippert,decade_2000s
4161,4162,2936415,Where Men Win Glory: The Odyssey of Pat Tillman,author_jon_krakauer,decade_2000s
4162,4163,824062,God's Smuggler,author_brother_andrew author_elizabeth_sherrill author_john_sherrill,decade_1960s
4164,4165,18660447,The Fill-In Boyfriend,author_kasie_west,decade_2010s
4165,4166,161426,How I Live Now,author_meg_rosoff,decade_2000s
4166,4167,47613,"Mister Monday (The Keys to the Kingdom, #1)",author_garth_nix,decade_2000s
4169,4170,6006518,"Strange Angels (Strange Angels, #1)",author_lili_st_crow author_lilith_saintcrow,decade_2000s
4170,4171,103342,Stolen Lives: Twenty Years in a Desert Jail,author_malika_oufkir author_michle_fitoussi,decade_1990s
4171,4172,6013511,Black Hills,author_nora_roberts,decade_2000s
4172,4173,91714,Civil War: A Marvel Comics Event,author_mark_millar author_steve_mcniven author_dexter_vines author_morry_hollowell,decade_2000s
4173,4174,609870,The Vow: The Kim & Krickitt Carpenter Story,author_kim_carpenter author_john_r_perry author_krickitt_carpenter,decade_2000s
4174,4175,7171856,The Puppet Masters,author_robert_a_heinlein,decade_1950s
4175,4176,23212667,All the Missing Girls,author_megan_miranda,decade_2010s
4176,4177,921651,Just Go to Bed,author_mercer_mayer,decade_1980s
4178,4179,228063,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",author_clamp author_william_flanagan,decade_2000s
4179,4180,279692,"Miss Nelson Is Back (Miss Nelson, #2)",author_harry_allard author_james__marshall,decade_1980s
4180,4181,77505,"Green Mars (Mars Trilogy, #2)",author_kim_stanley_robinson,decade_1990s
4181,4182,28691,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",author_tad_williams,decade_1990s
4182,4183,45685,The Canterville Ghost,author_oscar_wilde author_inga_moore,decade_1880s
4183,4184,18630542,Seconds,author_bryan_lee_omalley author_nathan_fairbairn,decade_2010s
4184,4185,16134551,"Fallen Crest High (Fallen Crest High, #1)",author_tijan,decade_2010s
4186,4187,6572,Suffer the Children,author_john_saul,decade_1970s
4187,4188,24137,"Catherine, Called Birdy",author_karen_cushman,decade_1990s
4188,4189,613283,Princess: A True Story of Life Behind the Veil in Saudi Arabia,author_jean_sasson,decade_1990s
4189,4190,15547,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",author_terry_brooks,decade_1980s
4190,4191,68984,The Power of Your Subconscious Mind,author_joseph_murphy author_ian_mcmahan,decade_1960s
4191,4192,31341,"Blood And Gold (The Vampire Chronicles, #8)",author_anne_rice,decade_2000s
4192,4193,10816908,"The Crown of Embers (Fire and Thorns, #2)",author_rae_carson,decade_2010s
4193,4194,153785,"Page (Protector of the Small, #2)",author_tamora_pierce,decade_2000s
4194,4195,18170039,"The Guard (The Selection, #2.5)",author_kiera_cass,decade_2010s
4195,4196,816870,Johnny Tremain,author_esther_forbes author_lynd_ward,decade_1940s
4196,4197,172732,The Motorcycle Diaries: Notes on a Latin American Journey,author_ernesto_che_guevara author_aleida_guevara_march,decade_1990s
4197,4198,16090636,"Fight with Me (With Me in Seattle, #2)",author_kristen_proby,decade_2010s
4198,4199,125956,"Black: The Birth of Evil (The Circle, #1)",author_ted_dekker,decade_2000s
4199,4200,6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",author_nk_jemisin,decade_2010s
4200,4201,857445,Officer Buckle & Gloria,author_peggy_rathmann,decade_1990s
4201,4202,63033,The Savage Detectives,author_roberto_bolao author_natasha_wimmer,decade_1990s
4202,4203,11300302,"Alice in Zombieland (White Rabbit Chronicles, #1)",author_gena_showalter,decade_2010s
4203,4204,6801582,"Spells (Wings, #2)",author_aprilynne_pike,decade_2000s
4204,4205,59151,Chess Story,author_stefan_zweig author_joel_rotenberg author_hans_hausmann author_dirk_muller author_peter_gay author_willy_trenktrebitsch author_mario_adorf author_gert_westphal,decade_1940s
4206,4207,11198312,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",author_gordon_korman,decade_2010s
4207,4208,266904,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",author_jeanne_birdsall,decade_2000s
4208,4209,7164343,"The Lion (John Corey, #5)",author_nelson_demille,decade_2010s
4209,4210,112754,"Kiss of the Highlander (Highlander, #4)",author_karen_marie_moning,decade_2000s
4210,4211,12722468,Elizabeth the Queen: The Life of a Modern Monarch,author_sally_bedell_smith,decade_2010s
4211,4212,19101283,The Son,author_jo_nesb author_charlotte_barslund,decade_2010s
4212,4213,6839093,"Chew, Vol. 1: Taster's Choice",author_john_layman author_rob_guillory,decade_2000s
4213,4214,785453,A Single Shard,author_linda_sue_park,decade_2000s
4214,4215,29187,"Time of the Twins (Dragonlance: Legends, #1)",author_margaret_weis author_tracy_hickman,decade_1980s
4215,4216,7743117,Sacré Bleu: A Comedy d'Art,author_christopher_moore,decade_2010s
4216,4217,331256,Roadside Picnic,author_arkady_strugatsky author_boris_strugatsky author_antonina_w_bouis author_antonina_w_bouis author_theodore_sturgeon,decade_1970s
4217,4218,2068676,"Queen of Babble Gets Hitched (Queen of Babble, #3)",author_meg_cabot,decade_2000s
4218,4219,182381,Cranford,author_elizabeth_gaskell,decade_1850s
4219,4220,11761,Underworld,author_don_delillo,decade_1990s
4220,4221,50140,Big Sur,author_jack_kerouac author_aram_saroyan,decade_1960s
4221,4222,200572,"My Man Jeeves (Jeeves, #1)",author_pg_wodehouse,decade_1910s
4222,4223,6368610,"Radiant Shadows (Wicked Lovely, #4)",author_melissa_marr,decade_2010s
4223,4224,13448656,"Motorcycle Man (Dream Man, #4)",author_kristen_ashley,decade_2010s
4224,4225,20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",author_amanda_palmer,decade_2010s
4225,4226,14288998,"Into the Still Blue (Under the Never Sky, #3)",author_veronica_rossi,decade_2010s
4226,4227,296302,The Last Summer (of You and Me),author_ann_brashares,decade_2000s
4227,4228,95406,"Preacher, Volume 2: Until the End of the World",author_garth_ennis author_steve_dillon,decade_1990s
4228,4229,36,The Lord of the Rings: Weapons and Warfare,author_chris___smith author_christopher_lee author_richard_taylor,decade_2000s
4229,4230,215543,"The Lost City of Faar (Pendragon, #2)",author_dj_machale,decade_2000s
4230,4231,31374,"A Great Deliverance (Inspector Lynley, #1)",author_elizabeth__george,decade_1980s
4231,4232,7194,The Club Dumas,author_arturo_prezreverte author_sonia_soto,decade_1990s
4232,4233,248482,"Enna Burning (The Books of Bayern, #2)",author_shannon_hale,decade_2000s
4233,4234,93724,"Twilight (The Mediator, #6)",author_meg_cabot,decade_2000s
4235,4236,105999,"Dear Mr. Henshaw (Leigh Botts, #1)",author_beverly_cleary author_paul_o_zelinsky,decade_1980s
4236,4237,16055,The Magician's Assistant,author_ann_patchett,decade_1990s
4237,4238,3378,Generation X: Tales for an Accelerated Culture,author_douglas_coupland,decade_1990s
4238,4239,23168277,The Sympathizer,author_viet_thanh_nguyen,decade_2010s
4239,4240,16305,"Evil Under the Sun (Hercule Poirot, #23)",author_agatha_christie,decade_1940s
4240,4241,17375956,"Reaper's Property (Reapers MC, #1)",author_joanna_wylde,decade_2010s
4241,4242,164542,"My Friend Flicka (Flicka, #1)",author_mary_ohara author_dave_blossom,decade_1940s
4242,4243,12326644,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",author_philippa_gregory author_mirjana_valent,decade_2010s
4243,4244,292275,Hedda Gabler,author_henrik_ibsen author_william_archer,decade_1890s
4245,4246,22698568,"The Invasion of the Tearling (The Queen of the Tearling, #2)",author_erika_johansen,decade_2010s
4247,4248,8724779,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),author_pc_cast author_kristin_cast,decade_2000s
4248,4249,588369,A Place Called Here,author_cecelia_ahern,decade_2000s
4249,4250,99664,The Painted Veil,author_w_somerset_maugham,decade_1920s
4250,4251,31337,"Blackwood Farm (The Vampire Chronicles, #9)",author_anne_rice,decade_2000s
4251,4252,832543,Anatomy of the Spirit: The Seven Stages of Power and Healing,author_caroline_myss,decade_1990s
4252,4253,7036,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",author_alexander_mccall_smith,decade_2000s
4253,4254,16158535,A Hundred Summers,author_beatriz_williams,decade_2010s
4254,4255,25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",author_sabaa_tahir,decade_2010s
4255,4256,556136,The Wednesday Wars,author_gary_d_schmidt,decade_2000s
4256,4257,227454,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",author_ra_salvatore,decade_1990s
4257,4258,803171,Skippyjon Jones,author_judy_schachner,decade_2000s
4258,4259,9410421,Chasing Fire,author_nora_roberts,decade_2010s
4259,4260,95887,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,author_brian_tracy,decade_2000s
4260,4261,4600,"Moo, Baa, La La La!",author_sandra_boynton,decade_1980s
4261,4262,342504,The Science of Getting Rich,author_wallace_d_wattles,decade_1910s
4262,4263,2277444,"The Last Oracle (Sigma Force, #5)",author_james_rollins,decade_2000s
4264,4265,101911,Vinegar Hill,author_a_manette_ansay,decade_1990s
4265,4266,234501,"Startide Rising (The Uplift Saga, #2)",author_david_brin,decade_1980s
4266,4267,16282066,"Significance (Significance, #1)",author_shelly_crane,decade_2010s
4267,4268,880,Pompeii,author_robert___harris,decade_2000s
4268,4269,25066991,"The Guilty (Will Robie, #4)",author_david_baldacci,decade_2010s
4269,4270,243685,A History of Western Philosophy,author_bertrand_russell,decade_1940s
4272,4273,672875,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,author_thomas_malory author_keith_baines author_robert_graves,decade_1480s
4273,4274,196764,A Piece of Cake,author_cupcake_brown,decade_2000s
4274,4275,24782,Taran Wanderer (The Chronicles of Prydain #4),author_lloyd_alexander,decade_1960s
4275,4276,136637,"Brimstone (Pendergast, #5; Diogenes, #1)",author_douglas_preston author_lincoln_child,decade_2000s
4277,4278,114166,"Devil in Winter (Wallflowers, #3)",author_lisa_kleypas,decade_2000s
4278,4279,2169506,"The Dead and the Gone (Last Survivors, #2)",author_susan_beth_pfeffer,decade_2000s
4280,4281,6758331,The Darkest Passion (Lords of the Underworld #5),author_gena_showalter,decade_2010s
4281,4282,4601396,Pygmy,author_chuck_palahniuk,decade_2000s
4282,4283,16130307,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",author_lauren_weisberger,decade_2010s
4283,4284,5693,Selected Stories,author_anton_chekhov author_richard_pevear author_larissa_volokhonsky,decade_1900s
4286,4287,11433,"Redemption (Redemption, #1)",author_karen_kingsbury author_gary_smalley,decade_2000s
4287,4288,64481,A Northern Light,author_jennifer_donnelly,decade_2000s
4288,4289,79705,"Apollyon (Left Behind, #5)",author_tim_lahaye author_jerry_b_jenkins,decade_1990s
4289,4290,192893,"Whose Body?  (Lord Peter Wimsey, #1)",author_dorothy_l_sayers,decade_1920s
4290,4291,24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,author_robert_sabuda author_lewis_carroll,decade_2000s
4291,4292,737957,Michelangelo and the Pope's Ceiling,author_ross_king,decade_2000s
4292,4293,11922,"Stolen (Women of the Otherworld, #2)",author_kelley_armstrong,decade_2000s
4293,4294,85306,"Hour Game (Sean King & Michelle Maxwell, #2)",author_david_baldacci,decade_2000s
4294,4295,2277378,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",author_louise_penny,decade_2000s
4295,4296,10444,"Ballet Shoes (Shoes, #1)",author_noel_streatfeild author_diane_goode,decade_1930s
4297,4298,668,We the Living,author_ayn_rand author_leonard_peikoff,decade_1930s
4298,4299,20443207,"The Winner's Crime (The Winner's Trilogy, #2)",author_marie_rutkoski,decade_2010s
4299,4300,18282800,The Ladies' Room,author_carolyn_brown,decade_2010s
4300,4301,76889,100 Selected Poems,author_ee_cummings,decade_1950s
4301,4302,2202049,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",author_jen_lancaster,decade_2000s
4302,4303,831194,"Forest of Secrets (Warriors, #3)",author_erin_hunter,decade_2000s
4303,4304,6065182,The Little Stranger,author_sarah_waters,decade_2000s
4304,4305,17562900,"Night Broken (Mercy Thompson, #8)",author_patricia_briggs,decade_2010s
4305,4306,17399160,"Snow Like Ashes (Snow Like Ashes, #1)",author_sara_raasch,decade_2010s
4306,4307,17830123,We Are Not Ourselves,author_matthew__thomas,decade_2010s
4307,4308,59821,"Red Lily (In the Garden, #3)",author_nora_roberts,decade_2000s
4309,4310,68526,"Lords of the North (The Saxon Stories, #3)",author_bernard_cornwell,decade_2000s
4310,4311,162719,"Just Ella (The Palace Chronicles, #1)",author_margaret_peterson_haddix,decade_1990s
4311,4312,16122643,"Eyes Wide Open (The Blackstone Affair, #3)",author_raine_miller,decade_2010s
4312,4313,18404427,China Dolls,author_lisa_see,decade_2010s
4313,4314,238360,Megan Meade's Guide to the McGowan Boys,author_kate_brian,decade_2000s
4314,4315,911579,Bread and Jam for Frances,author_russell_hoban author_lillian_hoban,decade_1960s
4316,4317,15858,Mirror Mirror,author_gregory_maguire,decade_2000s
4317,4318,21969786,More Than This,author_patrick_ness,decade_2010s
4319,4320,95621,"As Sure as the Dawn (Mark of the Lion, #3)",author_francine_rivers,decade_1990s
4320,4321,16158596,Lexicon,author_max_barry,decade_2010s
4322,4323,20701984,El Deafo,author_cece_bell author_david_lasky,decade_2010s
4323,4324,16140408,"Down London Road (On Dublin Street, #2)",author_samantha_young,decade_2010s
4324,4325,30069,"The Walking Dead, Vol. 03: Safety Behind Bars",author_robert_kirkman author_charlie_adlard,decade_2000s
4325,4326,22584,"Flow My Tears, the Policeman Said",author_philip_k_dick,decade_1970s
4327,4328,73385,A Knight in Shining Armor,author_jude_deveraux,decade_1980s
4328,4329,7157310,"Rot & Ruin (Rot & Ruin, #1)",author_jonathan_maberry,decade_2010s
4329,4330,22632,The Trial and Death of Socrates,author_plato author_gma_grube author_john_m_cooper,decade_0s
4331,4332,261243,History of the Peloponnesian War,author_thucydides author_rex_warner author_moses_i_finley,decade_0s
4332,4333,2918374,The Red Badge of Courage and Selected Short Fiction  ,author_stephen_crane author_george_stade author_richard_fusco,decade_1890s
4333,4334,5776788,"Sandman Slim (Sandman Slim, #1)",author_richard_kadrey,decade_2000s
4334,4335,5556466,The Last Child,author_john_hart,decade_2000s
4335,4336,17717,Labyrinths:  Selected Stories and Other Writings,author_jorge_luis_borges author_donald_a_yates author_james_e_irby author_andr_maurois,decade_1960s
4337,4338,52258,The Price of Salt,author_patricia_highsmith,decade_1950s
4338,4339,9662386,"Tiger's Quest (The Tiger Saga, #2)",author_colleen_houck,decade_2010s
4339,4340,6319978,"Friday Night Bites (Chicagoland Vampires, #2)",author_chloe_neill,decade_2000s
4341,4342,365006,The Oath,author_frank_e_peretti,decade_1990s
4342,4343,2218252,"Rumors (Luxe, #2)",author_anna_godbersen,decade_2000s
4343,4344,16101018,The Day the Crayons Quit,author_drew_daywalt author_oliver_jeffers,decade_2010s
4344,4345,93729,"Princess in Waiting (The Princess Diaries, #4)",author_meg_cabot,decade_2000s
4345,4346,11281852,Kisses from Katie: A Story of Relentless Love and Redemption,author_katie_j_davis author_beth_clark,decade_2010s
4347,4348,88077,The Magic Mountain,author_thomas_mann author_john_e_woods,decade_1920s
4348,4349,32507,Chasing the Dime,author_michael_connelly,decade_2000s
4349,4350,17234658,"A Thousand Pieces of You (Firebird, #1)",author_claudia_gray,decade_2010s
4350,4351,828084,Pictures of Hollis Woods,author_patricia_reilly_giff,decade_2000s
4351,4352,45245,"The Reality Dysfunction (Night's Dawn, #1)",author_peter_f_hamilton,decade_1990s
4352,4353,119382,The Sands of Time,author_sidney_sheldon,decade_1980s
4353,4354,13537891,NW,author_zadie_smith,decade_2010s
4354,4355,530848,"Eighth Grade Bites (The Chronicles of Vladimir Tod, #1)",author_heather_brewer,decade_2000s
4355,4356,10639,The Paradox of Choice: Why More Is Less,author_barry_schwartz,decade_2000s
4356,4357,30324,Blood and Chocolate,author_annette_curtis_klause,decade_1990s
4357,4358,6413193,"Nine Dragons (Harry Bosch, #15; Mickey Haller, #3; Harry Bosch Universe, #18)",author_michael_connelly,decade_2000s
4358,4359,9784,"Women in Love (Brangwen Family, #2)",author_dh_lawrence,decade_1920s
4359,4360,31106,Second Chance,author_jane_green,decade_2000s
4360,4361,889284,The Postman,author_david_brin,decade_1980s
4361,4362,12799058,Summerland,author_elin_hilderbrand,decade_2010s
4362,4363,15957,The Patron Saint of Liars,author_ann_patchett,decade_1990s
4363,4364,96593,The Success Principles: How to Get from Where You Are to Where You Want to Be,author_jack_canfield author_janet_switzer,decade_2000s
4364,4365,13565914,"Knight (Unfinished Hero, #1)",author_kristen_ashley,decade_2010s
4365,4366,7723797,Business Model Generation,author_alexander_osterwalder author_yves_pigneur,decade_2010s
4366,4367,10954979,The Swerve: How the World Became Modern,author_stephen_greenblatt,decade_2010s
4367,4368,10108,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",author_margaret_george,decade_1980s
4368,4369,3717,Stranger than Fiction,author_chuck_palahniuk,decade_2000s
4369,4370,570172,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,author_norman_doidge,decade_2000s
4370,4371,61181,The Ringworld Engineers (Ringworld #2),author_larry_niven,decade_1970s
4371,4372,7766027,"I Hunt Killers (Jasper Dent, #1)",author_barry_lyga,decade_2010s
4372,4373,17880714,"Crashed (Driven, #3)",author_k_bromberg,decade_2010s
4373,4374,23398625,Kitchens of the Great Midwest,author_j_ryan_stradal,decade_2010s
4374,4375,1031461,Stone Soup,author_ann_mcgovern author_winslow_pinney_pels author_winslow_pinn author_ey_pels,decade_1970s
4376,4377,15734464,"12th of Never (Women's Murder Club, #12)",author_james_patterson author_maxine_paetro,decade_2010s
4377,4378,15790883,"Promise of Blood (Powder Mage, #1)",author_brian__mcclellan,decade_2010s
4378,4379,294042,"Black Order (Sigma Force, #3)",author_james_rollins,decade_2000s
4379,4380,2199587,"Fractured (Will Trent, #2)",author_karin_slaughter,decade_2000s
4380,4381,28763485,The Sun Is Also a Star,author_nicola_yoon,decade_2010s
4381,4382,23717678,The Murder House,author_james_patterson author_david_ellis,decade_2010s
4382,4383,38180,On the Beach,author_nevil_shute,decade_1950s
4383,4384,22749994,Funny Girl,author_nick_hornby,decade_2010s
4384,4385,6257535,New York,author_edward_rutherfurd,decade_2000s
4385,4386,20764879,"A Gathering of Shadows (Shades of Magic, #2)",author_ve_schwab author_victoria_schwab,decade_2010s
4386,4387,65948,From the Corner of His Eye,author_dean_koontz,decade_2000s
4387,4388,9833,"Blind Willow, Sleeping Woman",author_haruki_murakami author_philip_gabriel author_jay_rubin,decade_2000s
4388,4389,2815949,Barefoot Contessa Back to Basics,author_ina_garten author_quentin_bacon,decade_2000s
4389,4390,31100,To Have and to Hold,author_jane_green,decade_2000s
4390,4391,80570,Smashed: Story of a Drunken Girlhood,author_koren_zailckas,decade_2000s
4391,4392,9355,Until I Find You,author_john_irving,decade_2000s
4392,4393,6380822,"The Dark Divine (The Dark Divine, #1)",author_bree_despain,decade_2000s
4394,4395,241823,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,author_clarissa_pinkola_ests,decade_1990s
4395,4396,169879,"Calling on Dragons (Enchanted Forest Chronicles, #3)",author_patricia_c_wrede author_peter_de_sve,decade_1990s
4397,4398,2467566,The Long Tail: Why the Future of Business is Selling Less of More,author_chris_anderson,decade_2000s
4398,4399,54270,Mein Kampf,author_adolf_hitler,decade_1920s
4399,4400,31098,Swapping Lives,author_jane_green,decade_2000s
4400,4401,4201106,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",author_louise_penny,decade_2000s
4401,4402,12951824,"The Perfect Hope (Inn Boonsboro, #3)",author_nora_roberts,decade_2010s
4402,4403,12368985,"Consequences (Consequences, #1)",author_aleatha_romig,decade_2010s
4403,4404,783127,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,author_sean_covey,decade_1990s
4404,4405,7150174,"The Strange Case of Origami Yoda (Origami Yoda, #1)",author_tom_angleberger,decade_2010s
4405,4406,33727,"Welcome to Temptation (Dempseys, #1)",author_jennifer_crusie,decade_1990s
4406,4407,8537327,Inside Out & Back Again,author_thanhha_lai,decade_2010s
4407,4408,12995284,"Dreamless (Starcrossed, #2)",author_josephine_angelini,decade_2010s
4408,4409,13323842,"Predestined (Existence Trilogy, #2)",author_abbi_glines,decade_2010s
4409,4410,349254,The Lord of the Rings: The Return of the King: Visual Companion,author_jude_fisher,decade_2000s
4410,4411,37875,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",author_guy_kawasaki,decade_2000s
4411,4412,7099273,"The Other Wes Moore: One Name, Two Fates",author_wes__moore author_tavis_smiley,decade_2010s
4412,4413,86643,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",author_ariana_franklin,decade_2000s
4413,4414,89284,"Assholes Finish First (Tucker Max, #2)",author_tucker_max,decade_2000s
4415,4416,73086,Kiss an Angel,author_susan_elizabeth_phillips,decade_1990s
4416,4417,7815744,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,author_dan_ariely,decade_2010s
4417,4418,12358,The Partly Cloudy Patriot,author_sarah_vowell author_katherine_streeter,decade_2000s
4418,4419,34898,"My Father's Dragon (My Father's Dragon, #1)",author_ruth_stiles_gannett,decade_1940s
4419,4420,18505832,Natchez Burning,author_greg_iles,decade_2010s
4421,4422,32416,"Hannibal Rising (Hannibal Lecter, #4)",author_thomas_harris,decade_2000s
4422,4423,238126,"Immortal in Death (In Death, #3)",author_jd_robb,decade_1990s
4423,4424,6696602,"Infinity (Chronicles of Nick, #1)",author_sherrilyn_kenyon,decade_2010s
4424,4425,2149535,"Blood Noir (Anita Blake, Vampire Hunter #16)",author_laurell_k_hamilton,decade_2000s
4425,4426,5933841,Inherent Vice,author_thomas_pynchon,decade_2000s
4426,4427,10914,Songs of the Humpback Whale,author_jodi_picoult,decade_1990s
4427,4428,6945530,"The Night Eternal (The Strain Trilogy, #3)",author_guillermo_del_toro author_chuck_hogan,decade_2010s
4428,4429,86147,"Bright Lights, Big City",author_jay_mcinerney,decade_1980s
4429,4430,16158519,Whiskey Beach,author_nora_roberts,decade_2010s
4430,4431,14755,The Guy Not Taken: Stories,author_jennifer_weiner,decade_2000s
4431,4432,1894269,"The Walking Dead, Vol. 08: Made to Suffer",author_robert_kirkman,decade_2000s
4432,4433,6337006,Pleasure of a Dark Prince (Immortals After Dark #9),author_kresley_cole,decade_2010s
4433,4434,858037,Danny and the Dinosaur (An I Can Read Book),author_syd_hoff,decade_1950s
4434,4435,51799,The Decameron,author_giovanni_boccaccio author_gh_mcwilliam,decade_1350s
4435,4436,9893331,"Twisted (Pretty Little Liars, #9)",author_sara_shepard,decade_2010s
4436,4437,25010281,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",author_michael_connelly,decade_2010s
4439,4440,40223,"Kushiel's Avatar (Phèdre's Trilogy, #3)",author_jacqueline_carey,decade_2000s
4440,4441,5787,The Aleph and Other Stories ,author_jorge_luis_borges author_andrew_hurley,decade_1940s
4441,4442,18134249,"Ruin (Ruin, #1)",author_rachel_van_dyken,decade_2010s
4442,4443,2054,"The Long Goodbye (Philip Marlowe, #6)",author_raymond_chandler,decade_1950s
4443,4444,2050,"Farewell, My Lovely (Philip Marlowe, #2)",author_raymond_chandler,decade_1940s
4444,4445,24779,The Castle of Llyr (The Chronicles of Prydain #3),author_lloyd_alexander,decade_1960s
