,id,book_id,title,authors,decade_year,tag_name,tag_length
5474,6076,330947,"The Gates of Rome (Emperor, #1)",author_conn_iggulden,decade_2000s,"historical_fiction, fiction, historical, history, rome, conn_iggulden, series, roman, ancient_rome, fantasy",107
5475,6077,20299683,"Rat Queens, Vol. 1: Sass & Sorcery",author_kurtis_j_wiebe author_roc_upchurch,decade_2010s,"graphic_novel, comic, fantasy, graphic_novel, comic_graphic_novel, fiction, graphic_novel_comic, humor, comic, adventure",120
5476,6078,81903,"Curtain (Hercule Poirot, #39)",author_agatha_christie,decade_1970s,"mystery, agatha_christie, fiction, crime, mystery, agatha_christie, detective, classic, poirot, hercule_poirot",110
5477,6080,2798094,"Swallowing Darkness (Merry Gentry, #7)",author_laurell_k_hamilton,decade_2000s,"fantasy, urban_fantasy, paranormal, romance, paranormal_romance, laurell_hamilton, fae, merry_gentry, series, erotica",117
5478,6081,21420473,"The Fixed Trilogy (Fixed, #1-3)",author_laurelin_paige,decade_2010s,"romance, series, contemporary_romance, alpha_male, erotica, laurelin_paige, adult, dnf, erotic_romance, box_set",111
5479,6082,18774020,California,author_edan_lepucki,decade_2010s,"dystopian, science_fiction, fiction, post_apocalyptic, sci, dystopia, audio, apocalyptic, california, adult_fiction",115
5480,6083,116295,Guards! Guards!: The Play,author_stephen_briggs author_terry_pratchett,decade_1990s,"fantasy, terry_pratchett, fiction, pratchett, humor, discworld, comedy, humour, play, sci_fantasy",97
5481,6084,197512,The Pigeon Finds a Hot Dog!,author_mo_willems,decade_2000s,"childrens, child, child, kid, humor, animal, fiction, storytime, food, willems",78
5482,6085,25131600,"Aftermath (Star Wars: Aftermath, #1)",author_chuck_wendig,decade_2010s,"star_war, sci, science_fiction, fiction, star_war_canon, fantasy, abandoned, scifi, sci_fantasy, audio",102
5483,6086,263148,"Vampireville (Vampire Kisses, #3)",author_ellen_schreiber,decade_2000s,"vampire, young_adult, vampire, paranormal, fantasy, vampire_kiss, romance, series, paranormal_romance, ellen_schreiber",118
5484,6087,16349,"Hercule Poirot's Christmas (Hercule Poirot, #20)",author_agatha_christie,decade_1930s,"mystery, agatha_christie, crime, fiction, christmas, mystery, detective, classic, hercule_poirot, british",105
5485,6088,15808287,Mrs. Lincoln's Dressmaker,author_jennifer_chiaverini,decade_2010s,"historical_fiction, historical, fiction, civil_war, history, didn_finish, audio, adult, abandoned, jennifer_chiaverini",118
5486,6090,12547098,The Baker's Daughter,author_sarah_mccoy,decade_2010s,"historical_fiction, fiction, wwii, historical, holocaust, war, world_war, germany, romance, contemporary",104
5487,6091,21849362,"The Shadows (Black Dagger Brotherhood, #13)",author_jr_ward,decade_2010s,"paranormal, paranormal_romance, romance, vampire, black_dagger_brotherhood, fantasy, ward, vampire, series, urban_fantasy",121
5488,6092,920143,Little Red Riding Hood,author_trina_schart_hyman author_johann_grimm author_wilhelm_grimm,decade_1980s,"childrens, fairy_tale, child, classic, child, traditional_literature, fiction, childhood, fantasy, caldecott",108
5489,6093,153865,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",author_dav_pilkey,decade_1990s,"childrens, humor, fiction, kid, child, childhood, comic, graphic_novel, fantasy, series",87
5490,6094,12204857,Ghost Boy,author_martin_pistorius author_megan_lloyd_davies,decade_2010s,"non_fiction, nonfiction, biography, memoir, buy, biography_memoir, adult, psychology, biography, health",103
5491,6095,18077875,Essentialism: The Disciplined Pursuit of Less,author_greg_mckeown,decade_2010s,"non_fiction, business, productivity, personal_development, self_improvement, self_help, psychology, nonfiction, leadership, audio",129
5492,6096,16188,"Wideacre  (The Wideacre Trilogy, #1)",author_philippa_gregory,decade_1980s,"historical_fiction, fiction, historical, philippa_gregory, romance, series, england, historical_romance, history, abandoned",123
5493,6097,6670,The Magic Finger (Young Puffin Developing Reader),author_roald_dahl author_quentin_blake,decade_1960s,"childrens, fantasy, fiction, roald_dahl, child, child, childhood, kid, classic, humor",85
5494,6098,15717721,"If I Were You (Inside Out, #1)",author_lisa_renee_jones,decade_2010s,"romance, erotica, bdsm, series, contemporary, adult, contemporary_romance, mystery, lisa_renee_jones, erotic_romance",116
5495,6099,16079228,"Beautifully Damaged (Beautifully Damaged, #1)",author_la_fiore,decade_2010s,"romance, contemporary_romance, dnf, bad_boy, fighter, alpha_male, bad_boy, adult, suspense, mystery",99
5496,6100,16053316,"Wethering the Storm (The Storm, #2)",author_samantha_towle,decade_2010s,"romance, series, contemporary_romance, new_adult, rock_star, contemporary, rock_star, music, rockstar, rockstars",112
5497,6101,30658,Meditations on First Philosophy,author_ren_descartes author_donald_a_cress,decade_1640s,"classic, philosophy, nonfiction, french, philosophy, school, philosophie, buy, philosophy_religion, epistemology",112
5498,6102,17491,"The Enchanted Wood (The Faraway Tree, #1)",author_enid_blyton,decade_1930s,"childrens, fantasy, childhood, child, fiction, enid_blyton, kid, child, childhood, classic",90
5499,6103,17286162,"Forever Black (Forever, #1)",author_sandi_lynn,decade_2010s,"romance, new_adult, series, contemporary, contemporary_romance, erotica, adult, alpha_male, sandi_lynn, dnf",107
5500,6105,11866694,Arcadia,author_lauren_groff,decade_2010s,"fiction, historical_fiction, literary_fiction, contemporary, novel, abandoned, contemporary_fiction, coming_age, adult_fiction, did_not_finish",142
5501,6107,25279165,The Swans of Fifth Avenue,author_melanie_benjamin,decade_2010s,"historical_fiction, fiction, historical, audio, netgalley, did_not_finish, new_york, adult, abandoned, chick_lit",112
5502,6108,229145,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",author_clamp author_maria_simpson,decade_1990s,"manga, fantasy, graphic_novel, mangas, comic, graphic_novel, clamp, shoujo, young_adult, fiction",96
5503,6109,23217,"Size 14 Is Not Fat Either (Heather Wells, #2)",author_meg_cabot,decade_2000s,"chick_lit, mystery, romance, fiction, meg_cabot, series, chicklit, adult, contemporary, humor",93
5504,6110,12072362,The Pioneer Woman Cooks: Food from My Frontier ,author_ree_drummond,decade_2010s,"cooking, non_fiction, food, nonfiction, foodie, reference, buy, recipe, food_cooking, ree_drummond",98
5505,6111,12706435,"Defiance (Significance, #3)",author_shelly_crane,decade_2010s,"paranormal, young_adult, romance, fantasy, paranormal_romance, series, supernatural, magic, soulmates, significance",115
5506,6112,232577,Gorillas in the Mist,author_dian_fossey,decade_1980s,"non_fiction, science, animal, nonfiction, africa, biography, memoir, nature, memoir, anthropology",97
5507,6113,7663,A Case of Need,author_jeffery_hudson author_michael_crichton,decade_1960s,"fiction, thriller, mystery, michael_crichton, medical, suspense, crichton, science_fiction, mystery_thriller, crime",115
5508,6114,16045140,The Love Affairs of Nathaniel P.,author_adelle_waldman,decade_2010s,"fiction, contemporary, romance, contemporary_fiction, novel, new_york, literary_fiction, buy, abandoned, adult_fiction",118
5509,6115,16096873,"Revealed (House of Night, #11)",author_pc_cast author_kristin_cast,decade_2010s,"house_night, vampire, young_adult, fantasy, paranormal, vampire, series, buy, cast, romance",91
5510,6116,28959148,We're All Damaged,author_matthew_norman,decade_2010s,"fiction, first, humor, contemporary, audible, contemporary_fiction, comedy, funny, audio, abandoned",99
5511,6117,6115138,"Sworn to Silence (Kate Burkholder, #1)",author_linda_castillo,decade_2000s,"mystery, thriller, fiction, crime, series, amish, suspense, mystery_thriller, mystery, linda_castillo",101
5512,6118,12119529,"Magic Breaks (Kate Daniels, #7)",author_ilona_andrews,decade_2010s,"urban_fantasy, fantasy, paranormal, romance, vampire, magic, fiction, paranormal_romance, shapeshifters, shifter",112
5513,6119,79649,The Seagull,author_anton_chekhov author_michael_frayn,decade_1890s,"drama, russian_literature, russian_lit, classic, theater, century, teatro, russian_classic, school, theater",107
5514,6121,93723,"Boy Meets Girl (Boy, #2)",author_meg_cabot,decade_2000s,"chick_lit, romance, fiction, meg_cabot, contemporary, chicklit, contemporary_romance, adult, series, humor",106
5515,6122,402015,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",author_louise_rennison,decade_2000s,"young_adult, series, humor, fiction, chick_lit, romance, teen, contemporary, funny, humour",90
5516,6123,348,The Door Into Summer,author_robert_a_heinlein,decade_1950s,"science_fiction, sci, fiction, time_travel, scifi, sci_fantasy, heinlein, fantasy, classic, science_fiction_fantasy",115
5517,6124,316445,Luna,author_julie_anne_peters,decade_2000s,"young_adult, lgbt, lgbtq, fiction, glbt, queer, contemporary, realistic_fiction, teen, glbtq",92
5518,6125,14280,Runaway,author_alice_munro,decade_2000s,"fiction, canadian, canada, short_story, contemporary, literary_fiction, literature, short_story_collection, story, contemporary_fiction",135
5519,6126,886066,"Matter (Culture, #8)",author_iain_m_banks,decade_2000s,"science_fiction, sci, fiction, scifi, space_opera, culture, science, fantasy, sci_fantasy, space",96
5520,6127,17825503,Leo,author_mia_sheridan,decade_2010s,"romance, new_adult, contemporary, contemporary_romance, series, abuse, friend_lover, adult, erotica, mia_sheridan",113
5521,6128,3103,Maurice,author_em_forster,decade_1970s,"classic, fiction, lgbt, romance, lgbtq, queer, gay, glbt, classic, historical_fiction",85
5522,6129,10402992,"New York to Dallas (In Death, #33)",author_jd_robb author_susan_ericksen,decade_2010s,"mystery, robb, robb, romance, death, death_series, crime, fiction, romantic_suspense, series",92
5523,6130,52350,The Stepford Wives,author_ira_levin,decade_1970s,"horror, fiction, science_fiction, classic, sci, thriller, mystery, dystopia, feminism, dystopian",96
5524,6131,161156,The Longest Day,author_cornelius_ryan,decade_1950s,"history, wwii, war, military, world_war, nonfiction, world_war, non_fiction, hist, american_history",99
5525,6132,6426,Motor Mouth (Alex Barnaby #2),author_janet_evanovich,decade_2000s,"janet_evanovich, mystery, romance, fiction, chick_lit, series, humor, evanovich, contemporary, comedy",101
5526,6133,215541,"The Reality Bug (Pendragon, #4)",author_dj_machale,decade_2000s,"fantasy, young_adult, pendragon, sci, science_fiction, series, adventure, fiction, childhood, teen",98
5527,6134,6528034,True Blue,author_david_baldacci,decade_2000s,"david_baldacci, fiction, mystery, baldacci, crime, suspense, thriller, baldacci_david, audio, thriller",102
5528,6135,317504,"Mistress of the Empire (The Empire Trilogy, #3)",author_raymond_e_feist author_janny_wurts,decade_1990s,"fantasy, fiction, raymond_feist, epic_fantasy, feist, sci_fantasy, high_fantasy, series, riftwar, fantasy_sci",109
5529,6136,11410430,Defiance (Defiance #1),author_cj_redwine,decade_2010s,"fantasy, young_adult, dystopian, dystopia, romance, series, paranormal, adventure, science_fiction, sci",103
5530,6137,20706316,"Winter Street (Winter, #1)",author_elin_hilderbrand,decade_2010s,"christmas, fiction, chick_lit, elin_hilderbrand, romance, holiday, audio, series, contemporary, adult_fiction",109
5531,6138,233637,The Hidden Staircase (Nancy Drew #2),author_carolyn_keene author_mildred_benson,decade_1930s,"mystery, nancy_drew, young_adult, fiction, childrens, childhood, classic, series, child, mystery",96
5532,6139,369110,Captains and the Kings,author_taylor_caldwell,decade_1970s,"historical_fiction, fiction, historical, romance, taylor_caldwell, classic, novel, family_saga, general_fiction, historical_romance",131
5533,6140,13390528,"The Fallen Angel (Gabriel Allon, #12)",author_daniel_silva,decade_2010s,"fiction, daniel_silva, mystery, espionage, gabriel_allon, spy, series, mystery_thriller, thriller, silva",104
5534,6142,97862,"One Tuesday Morning (9/11, #1)",author_karen_kingsbury,decade_2000s,"christian, fiction, romance, kingsbury, christian_fiction, inspirational, contemporary, historical_fiction, kingsbury_karen, chick_lit",134
5535,6143,8935153,"Hit List (Anita Blake, Vampire Hunter #20)",author_laurell_k_hamilton,decade_2010s,"urban_fantasy, paranormal, vampire, anita_blake, fantasy, laurell_hamilton, paranormal_romance, vampire, romance, series",120
5536,6144,34508,Interesting Times: The Play,author_stephen_briggs author_terry_pratchett,decade_1990s,"fantasy, discworld, humor, fiction, terry_pratchett, pratchett, humour, comedy, sci_fantasy, series",99
5537,6145,29367958,The Wall of Winnipeg and Me,author_mariana_zapata,decade_2010s,"romance, sport, contemporary, new_adult, contemporary_romance, slow_burn, unlimited, marriage_convenience, sport_romance, sweet",127
5538,6146,170632,Let Me Call You Sweetheart,author_mary_higgins_clark,decade_1990s,"mystery, mary_higgins_clark, fiction, suspense, thriller, mystery_suspense, mystery_thriller, mystery, crime, adult",115
5539,6148,106128,"Break No Bones (Temperance Brennan, #9)",author_kathy_reichs,decade_2000s,"mystery, fiction, thriller, series, bone, mystery, kathy_reich, temperance_brennan, mystery_thriller, suspense",110
5540,6149,10865206,"The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It",author_kelly_mcgonigal,decade_2010s,"psychology, self_help, nonfiction, personal_development, science, non_fiction, audible, self_development, health, audio",119
5541,6150,279561,"Broken Angels (Takeshi Kovacs, #2)",author_richard_k_morgan,decade_2000s,"science_fiction, sci, cyberpunk, fiction, scifi, series, thriller, sci_fantasy, mystery, fantasy",96
5542,6151,21720,"Beyond Reach (Grant County, #6)",author_karin_slaughter,decade_2000s,"karin_slaughter, mystery, thriller, crime, fiction, series, suspense, grant_county, mystery_thriller, thriller",110
5543,6152,9647532,Fuzzy Nation,author_john_scalzi,decade_2010s,"sci, science_fiction, fiction, scifi, audible, audio, fantasy, sci_fantasy, humor, alien",88
5544,6153,643974,"I is for Innocent (Kinsey Millhone, #9)",author_sue_grafton,decade_1990s,"mystery, sue_grafton, fiction, mystery, series, crime, detective, kinsey_millhone, grafton, mystery_thriller",108
5545,6155,989313,Heart of Darkness and Selected Short Fiction,author_joseph_conrad author_a_michael_matin,decade_1890s,"classic, fiction, literature, classic, short_story, nook, africa, adventure, historical_fiction, school",103
5546,6156,472025,Why I Am Not a Christian and Other Essays on Religion and Related Subjects,author_bertrand_russell author_paul__edwards,decade_1920s,"philosophy, religion, non_fiction, atheism, nonfiction, essay, philosophy_religion, science, religion, christianity",115
5547,6158,608216,"The Summer Garden (The Bronze Horseman, #3)",author_paullina_simons,decade_2000s,"historical_fiction, series, fiction, war, adult, russia, all_time, buy, star, romance",85
5548,6161,18209468,The Weight of Blood,author_laura_mchugh,decade_2010s,"mystery, fiction, thriller, mystery_thriller, suspense, crime, netgalley, contemporary, audio, adult",100
5549,6162,110396,"When He was Wicked (Bridgertons, #6)",author_julia_quinn,decade_2000s,"historical_romance, romance, historical, julia_quinn, regency, historical_fiction, series, regency_romance, adult, romance_historical",133
5550,6163,10852027,"V is for Vengeance (Kinsey Millhone, #22)",author_sue_grafton,decade_2010s,"mystery, sue_grafton, fiction, mystery, series, crime, kinsey_millhone, audio, grafton, mystery_thriller",104
5551,6164,303460,"Among the Betrayed (Shadow Children, #3)",author_margaret_peterson_haddix,decade_2000s,"young_adult, dystopian, dystopia, series, science_fiction, fiction, shadow_child, sci, middle_grade, childrens",110
5552,6165,22322,"Spook Country (Blue Ant, #2)",author_william_gibson,decade_2000s,"fiction, science_fiction, sci, cyberpunk, scifi, thriller, espionage, science, suspense, novel",94
5553,6166,534289,The I Ching or Book of Changes,author_anonymous author_richard_wilhelm author_cary_f_baynes author_cg_jung,decade_0s,"philosophy, classic, religion, china, spirituality, psychology, nonfiction, history, wish_list, ancient",103
5554,6168,10252302,Blue Nights,author_joan_didion,decade_2010s,"memoir, non_fiction, nonfiction, memoir, biography, biography_memoir, grief, death, autobiography, audio",104
5555,6169,48484,"Blindsight (Firefall, #1)",author_peter_watts,decade_2000s,"science_fiction, sci, fiction, scifi, horror, vampire, sword_and_laser, alien, space, speculative_fiction",105
5556,6170,17674991,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,author_nick_offerman,decade_2010s,"non_fiction, humor, memoir, biography, nonfiction, comedy, memoir, audio, autobiography, abandoned",98
5557,6171,7619398,"American Vampire, Vol. 1",author_scott_snyder author_stephen_king author_rafael_albuquerque,decade_2010s,"graphic_novel, comic, horror, graphic_novel, comic, vampire, fiction, fantasy, comic_graphic_novel, graphic_novel_comic",119
5558,6172,3080212,"Heat Lightning (Virgil Flowers, #2)",author_john_sandford,decade_2000s,"mystery, john_sandford, thriller, fiction, virgil_flower, series, crime, sandford, mystery_thriller, john_sanford",113
5559,6173,16619,Democracy in America ,author_alexis_de_tocqueville author_isaac_kramnick author_gerald_bevan,decade_1830s,"history, politics, non_fiction, philosophy, classic, nonfiction, american_history, political_science, sociology, political",122
5560,6174,43932,Drop Shot (Myron Bolitar #2),author_harlan_coben,decade_1990s,"mystery, harlan_coben, fiction, thriller, crime, series, mystery_thriller, myron_bolitar, suspense, coben",105
5561,6176,16081754,"Find You in the Dark (Find You in the Dark, #1)",author_a_meredith_walters,decade_2010s,"romance, new_adult, young_adult, contemporary, series, contemporary_romance, dark, high_school, mental_illness, dnf",115
5562,6177,4313522,The School of Essential Ingredients,author_erica_bauermeister,decade_2000s,"fiction, food, cooking, contemporary, contemporary_fiction, romance, adult_fiction, adult, general_fiction, audio",113
5563,6178,13281637,"Intuition (The Premonition, #2)",author_amy_a_bartol,decade_2010s,"angel, paranormal, young_adult, fantasy, paranormal_romance, romance, series, supernatural, new_adult, angel_demon",114
5564,6179,3276012,Azincourt,author_bernard_cornwell,decade_2000s,"historical_fiction, historical, fiction, bernard_cornwell, medieval, history, war, england, military, france",108
5565,6181,77699,Dinner at the Homesick Restaurant,author_anne_tyler,decade_1980s,"fiction, contemporary, novel, contemporary_fiction, anne_tyler, literary_fiction, classic, literature, novel, family",116
5566,6182,787660,"Heaven (Casteel, #1)",author_vc_andrews,decade_1980s,"fiction, andrew, young_adult, andrew, horror, series, romance, gothic, drama, mystery",85
5567,6184,18825,Money,author_martin_amis,decade_1980s,"fiction, classic, buy, novel, contemporary, literature, british, time, import, century",86
5568,6185,216131,"Secret Prey (Lucas Davenport, #9)",author_john_sandford,decade_1990s,"mystery, john_sandford, fiction, thriller, lucas_davenport, series, sandford, crime, john_sanford, mystery_thriller",115
5569,6186,34871,The Complete Clive Barker's The Great And Secret Show,author_chris_ryall author_gabriel_rodrguez author_clive_barker,decade_1980s,"horror, fantasy, graphic_novel, comic, fiction, graphic_novel, clive_barker, buy, wish_list, comic_graphic_novel",112
5570,6187,754713,His Last Bow: 8 Stories,author_arthur_conan_doyle,decade_1910s,"mystery, classic, fiction, sherlock_holmes, short_story, crime, classic, detective, sherlock, series",100
5571,6188,761575,House Atreides (Prelude to Dune #1),author_brian_herbert author_kevin_j_anderson,decade_1990s,"science_fiction, sci, dune, fiction, scifi, fantasy, sci_fantasy, series, scifi_fantasy, dune_series",100
5572,6189,244572,"Charmed Life (Chrestomanci, #1)",author_diana_wynne_jones,decade_1970s,"fantasy, young_adult, fiction, childrens, magic, child, child, middle_grade, series, diana_wynne_jones",102
5573,6190,229432,The Pickwick Papers,author_charles_dickens,decade_1830s,"fiction, classic, classic, dickens, literature, century, charles_dickens, humor, british, victorian",99
5574,6191,2615008,Netherland,author_joseph_oneill,decade_2000s,"fiction, novel, new_york, contemporary_fiction, contemporary, literary_fiction, cricket, abandoned, novel, literature",117
5575,6192,75020,The Romanov Prophecy,author_steve_berry,decade_2000s,"thriller, fiction, mystery, historical_fiction, steve_berry, adventure, russia, historical, suspense, mystery_thriller",118
5576,6193,6660747,Ecstasy Unveiled (Demonica #4),author_larissa_ione,decade_2010s,"paranormal_romance, paranormal, romance, demon, larissa_ione, fantasy, vampire, angel, pnr, urban_fantasy",105
5577,6194,1096390,The Uncommon Reader,author_alan_bennett,decade_2000s,"fiction, humor, humour, england, british, contemporary, novella, contemporary_fiction, adult_fiction, general_fiction",117
5578,6195,22911,Amerika,author_franz_kafka author__,decade_1920s,"fiction, classic, literature, german, kafka, novel, german_literature, novel, classic, century",94
5579,6197,197459,"Sunset (Warriors: The New Prophecy, #6)",author_erin_hunter,decade_2000s,"warrior, fantasy, animal, erin_hunter, fiction, warrior_cat, series, young_adult, childhood, cat",96
5580,6199,11045709,When She Woke,author_hillary_jordan,decade_2010s,"fiction, dystopian, dystopia, science_fiction, sci, adult_fiction, adult, feminism, young_adult, religion",105
5581,6200,300226,The Naked Face,author_sidney_sheldon,decade_1970s,"sidney_sheldon, fiction, thriller, mystery, suspense, crime, sheldon, novel, romance, mystery_thriller",102
5582,6202,1566053,The Portable Atheist: Essential Readings for the Nonbeliever,author_christopher_hitchens author_titus_lucretius_carus author_omar_khayym author_thomas_hobbes author_baruch_spinoza author_david_hume author_james_boswell author_percy_bysshe_shelley author_george_eliot author_charles_darwin author_leslie_stephen author_anatole_france author_mark_twain author_joseph_conrad author_thomas_hardy author_emma_goldman author_hp_lovecraft author_carl_van_doren author_hl_mencken author_sigmund_freud author_albert_einstein author_george_orwell author_john_betjeman author_chapman_cohen author_bertrand_russell author_philip_larkin author_martin_gardner author_carl_sagan author_john_updike author_john_leslie_mackie author_michael_shermer author_aj_ayer author_daniel_c_dennett author_charles_templeton author_richard_dawkins author_victor_j_stenger author_elizabeth_s__anderson author_penn_jillette author_ian_mcewan author_steven_weinberg author_salman_rushdie author_ibn_warraq author_sam_harris author_ac_grayling author_ayaan_hirsi_ali author_john_stuart_mill author_karl_marx,decade_2000s,"non_fiction, religion, philosophy, atheism, nonfiction, science, essay, reference, buy, sociology",97
5583,6203,7715664,Sin Undone (Demonica #5),author_larissa_ione,decade_2010s,"paranormal_romance, paranormal, romance, demon, larissa_ione, vampire, fantasy, pnr, demonica, series",101
5584,6204,10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,author_fritjof_capra,decade_1970s,"science, non_fiction, philosophy, spirituality, religion, nonfiction, physic, spiritual, taoism, metaphysics",108
5585,6205,16114861,"Unbeautifully (Undeniable, #2)",author_madeline_sheehan,decade_2010s,"bikers, romance, series, biker, alpha_male, erotica, dark, contemporary_romance, contemporary, bad_boy",102
5586,6206,26158341,The Girl With No Past,author_kathryn_croft,decade_2010s,"netgalley, fiction, thriller, mystery, psychological_thriller, mystery_thriller, suspense, thriller, wish_list, mystery_suspense",128
5587,6207,18077752,"Acceptance (Southern Reach, #3)",author_jeff_vandermeer,decade_2010s,"science_fiction, sci, fiction, horror, sci_fantasy, mystery, fantasy, dystopian, new_weird, weird_fiction",105
5588,6208,12958487,"Lady Luck (Colorado Mountain, #3)",author_kristen_ashley,decade_2010s,"romance, kristen_ashley, contemporary_romance, contemporary, alpha_male, series, romantic_suspense, adult, suspense, erotica",124
5589,6209,6609714,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",author_elizabeth_eulberg,decade_2010s,"young_adult, romance, contemporary, chick_lit, realistic_fiction, high_school, fiction, teen, friendship, music",111
5590,6210,107776,"Ransom (Highlands' Lairds, #2)",author_julie_garwood,decade_1990s,"historical_romance, romance, historical, julie_garwood, medieval, historical_fiction, highlander, highlander, series, fiction",125
5591,6211,16316,"The Big Four (Hercule Poirot, #5)",author_agatha_christie,decade_1920s,"mystery, agatha_christie, crime, mystery, fiction, detective, classic, hercule_poirot, poirot, british",102
5592,6212,16424,"Peril at End House (Hercule Poirot, #8)",author_agatha_christie,decade_1930s,"mystery, agatha_christie, fiction, crime, mystery, classic, detective, hercule_poirot, mystery_thriller, poirot",111
5593,6213,23346719,Disclaimer,author_rene_knight,decade_2010s,"fiction, thriller, mystery, suspense, mystery_thriller, crime, thriller, psychological_thriller, adult, contemporary",116
5594,6214,15743078,"The Divergent Series 2-Book Collection (Divergent, #1-2)",author_veronica_roth,decade_2010s,"young_adult, dystopian, dystopia, divergent, science_fiction, series, romance, fantasy, fiction, sci",100
5595,6215,10314376,The Prague Cemetery,author_umberto_eco author_richard_dixon,decade_2010s,"fiction, historical_fiction, literature, umberto_eco, mystery, religion, did_not_finish, italian, contemporary, literary_fiction",128
5596,6216,7176578,Beatrice and Virgil,author_yann_martel,decade_2010s,"fiction, canadian, animal, holocaust, contemporary, novel, literature, allegory, literary_fiction, contemporary_fiction",119
5597,6217,885744,"Shaman King, Vol. 1: A Shaman in Tokyo",author_hiroyuki_takei,decade_1990s,"manga, fantasy, comic, graphic_novel, mangas, shaman_king, shounen, young_adult, fiction, manga_comic",101
5598,6218,187049,"From the Two Rivers: The Eye of the World, Part 1 (Wheel of time, #1-1)",author_robert_jordan,decade_1990s,"fantasy, fiction, epic_fantasy, wheel_time, robert_jordan, series, sci_fantasy, high_fantasy, fantasia, epic",108
5599,6219,33426,Hyperspace,author_michio_kaku,decade_1990s,"science, non_fiction, physic, nonfiction, popular_science, astronomy, buy, cosmology, astrophysics, philosophy",110
5600,6220,835623,How the Mind Works,author_steven_pinker,decade_1990s,"science, psychology, non_fiction, nonfiction, neuroscience, philosophy, brain, cognitive_science, biology, mind",111
5601,6221,17925397,"A Castle of Sand (A Shade of Vampire, #3)",author_bella_forrest,decade_2010s,"vampire, paranormal, young_adult, romance, vampire, fantasy, paranormal_romance, series, unlimited, shade_vampire",113
5602,6222,8139321,"Leaving (Bailey Flanigan, #1)",author_karen_kingsbury,decade_2010s,"christian_fiction, christian, fiction, romance, kingsbury, series, christian_romance, inspirational, kingsbury_karen, adult_fiction",131
5603,6223,3763,"Live and Let Die (James Bond, #2)",author_ian_fleming,decade_1950s,"fiction, thriller, james_bond, spy, espionage, mystery, adventure, bond, classic, ian_fleming",93
5604,6224,11873368,The World of the Hunger Games (Hunger Games Trilogy),author_kate_egan,decade_2010s,"hunger_game, young_adult, dystopian, the_hunger_game, fantasy, dystopia, non_fiction, fiction, science_fiction, romance",119
5605,6225,584637,Utilitarianism,author_john_stuart_mill author_george_sher,decade_1860s,"philosophy, non_fiction, classic, politics, ethic, nonfiction, economics, political_philosophy, school, political_science",121
5606,6226,11861815,"Winger (Winger, #1)",author_andrew__smith,decade_2010s,"young_adult, contemporary, realistic_fiction, humor, fiction, romance, lgbt, buy, series, sport",95
5607,6227,25142924,The Magic Strings of Frankie Presto,author_mitch_albom,decade_2010s,"fiction, historical_fiction, music, mitch_albom, audio, adult_fiction, adult, inspirational, magical_realism, fantasy",117
5608,6228,23157777,"Fool's Quest  (The Fitz and The Fool, #2)",author_robin_hobb,decade_2010s,"fantasy, fiction, robin_hobb, epic_fantasy, high_fantasy, series, sci_fantasy, buy, dragon, magic",97
5609,6229,127515,Invasion of the Body Snatchers,author_jack_finney,decade_1950s,"horror, science_fiction, sci, classic, fiction, masterworks, scifi, classic, fantasy, thriller",94
5610,6230,824508,Smack,author_melvin_burgess,decade_1990s,"fiction, young_adult, buy, contemporary, addiction, realistic_fiction, teen_fiction, drug, teen, british",104
5611,6231,22381892,Killing Patton: The Strange Death of World War II's Most Audacious General,author_bill_oreilly author_martin_dugard,decade_2010s,"history, non_fiction, biography, nonfiction, military, historical, wwii, world_war, war, bill_reilly",100
5612,6235,106129,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",author_jenny_nimmo,decade_2000s,"fantasy, young_adult, childrens, fiction, series, magic, child, charlie_bone, child, middle_grade",97
5613,6236,13603717,"First Shift: Legacy (Shift, #1)",author_hugh_howey,decade_2010s,"science_fiction, sci, fiction, dystopian, dystopia, post_apocalyptic, scifi, series, apocalyptic, apocalypse",108
5614,6237,6455256,"Worst Case (Michael Bennett, #3)",author_james_patterson author_michael_ledwidge,decade_2010s,"james_patterson, mystery, fiction, patterson, thriller, michael_bennett, crime, series, suspense, patterson_james",113
5615,6238,93797,The Unlikely Spy,author_daniel_silva,decade_1990s,"fiction, daniel_silva, thriller, mystery, espionage, historical_fiction, spy, suspense, thriller, silva",103
5616,6239,5111039,"Royal Blood (Vampire Kisses, #6)",author_ellen_schreiber,decade_2000s,"vampire, young_adult, vampire, vampire_kiss, paranormal, romance, fantasy, series, ellen_schreiber, paranormal_romance",118
5617,6240,15018,"Conversations With God: An Uncommon Dialogue, Book 3",author_neale_donald_walsch,decade_1990s,"spiritual, non_fiction, religion, philosophy, spirituality, self_help, new_age, spirit, inspirational, nonfiction",113
5618,6241,24728470,M Train,author_patti_smith,decade_2010s,"memoir, non_fiction, music, nonfiction, biography, memoir, biography_memoir, autobiography, travel, poetry",106
